"ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter","Taxon","Assemblage","Group","z2","Stressor","cp","Class_allCP","Class_hiloCP"
0,3.1,305,1,21.2,0.02,2.73,0.15295,0.43655,1.76,3,4.63674999999999,0.74,0.714,3.55025879198081,0,"Diamesinae","BMI","Neither",2.73,"TN",NA,"Other","Other"
25.5,0.3015,234,1,12.46,0.06,1.94,0,0.059345,0.29125,18.2500000000001,25.6249999999999,0.544,0.962,3.63227256621295,0,"Dicranota","BMI","Neither",1.94,"TN",NA,"Other","Other"
12.575,0.677,431,1,29.94,0.004,6.97,0.093525,0.096,0.28,0.6701,0.702575,1,1,8.4173707894767,1,"Diphetor","BMI","Decreasers",-6.97,"TN",0.6465,"Sensitive","Other"
25.5,0.581,138,1,8.25,0.092,1.66,0.036815,0.0493,0.3955,25.5,31,0.614,0.904,3.35717408915981,0,"Dixa","BMI","Neither",1.66,"TN",NA,"Other","Other"
2.84,2.84,51,1,4.68,0.064,1.5,0.0667,0.073,0.5985,2.32,2.525,0.702,0.612,2.62096766108776,0,"Dolophilodes","BMI","Neither",1.5,"TN",NA,"Other","Other"
1.325,1.433,96,1,8.56,0.004,3.65,0,0.02,0.3605,1.433,1.541,0.976,0.998,4.22610100686492,1,"Doroneuria","BMI","Decreasers",-3.65,"TN",0.6465,"Sensitive","Other"
0,0.288,390,1,27.78,0.004,8.88,0.2378,0.25725,0.286,0.34,0.3601,1,1,9.18045541926247,1,"Drunella","BMI","Decreasers",-8.88,"TN",0.6465,"Sensitive","Sensitive"
0,0,76,1,15.76,0.008,4.86,0,0,0.1455,9.633,10.05,0.782,0.99,5.03191051163508,0,"Ecdyonurus","BMI","Neither",4.86,"TN",NA,"Other","Other"
13,0.603,445,1,33.39,0.004,9.18,0.28585,0.31495,0.416,0.6147,0.638075,1,1,9.50003271541981,1,"Epeorus","BMI","Decreasers",-9.18,"TN",0.6465,"Sensitive","Sensitive"
1.4,1.145,155,1,13.38,0.004,4.07,0.09113,0.2659,1.15,1.4165,1.4665,0.996,1,4.74885357112437,1,"Ephemerella","BMI","Decreasers",-4.07,"TN",0.6465,"Sensitive","Other"
25.5,0.5,85,2,10.48,0.004,8.38,0.4,0.4335,0.5065,9.233,23,0.986,1,9.57831711729133,2,"Ephydridae","BMI","Increasers",8.38,"TN",0.6535,"Tolerant","Other"
0,0.2335,280,1,19.82,0.004,7.57,0.1809,0.19045,0.2415,0.4913,0.72405,0.99,1,7.86523945422514,1,"Eubrianax","BMI","Decreasers",-7.57,"TN",0.6465,"Sensitive","Sensitive"
25.5,0.364,283,2,29.21,0.004,14.61,0.306475,0.318,0.379,0.668,2.26575,0.996,1,15.1644516185776,2,"Fallceon","BMI","Increasers",14.61,"TN",0.6535,"Tolerant","Other"
0,0.154,72,1,5.55,0.004,3.73,0,0,0.09975,0.1973,0.318149999999999,0.934,0.978,4.87114654843851,0,"Ferrissia","BMI","Neither",3.73,"TN",NA,"Other","Other"
0,0.603,290,1,24.4,0.004,8.25,0.353,0.364,0.5985,0.661,0.71905,1,1,8.32906506850998,1,"Glossosoma","BMI","Decreasers",-8.25,"TN",0.6465,"Sensitive","Sensitive"
0,0,87,1,14.28,0.024,3.15,0,0,0.2865,0.60575,12.0075,0.75,0.98,4.01701814883415,0,"Glutops","BMI","Neither",3.15,"TN",NA,"Other","Other"
13,0.0852,284,2,19.09,0.008,4.14,0.0754925,0.0796,0.0872,0.3945,0.5243,0.81,0.996,4.66569975702798,0,"Gumaga","BMI","Neither",4.14,"TN",NA,"Other","Other"
4.35,0.07335,101,1,8.46,0.008,3.16,0.0618825,0.07,0.0763,0.574,0.579,0.942,0.964,4.16762960194002,0,"Gyraulus","BMI","Neither",3.16,"TN",NA,"Other","Other"
0,0,123,2,10.67,0.088,1.09,0.0204,0.02448,0.409,8.6446,9.1,0.682,0.646,2.29393149483143,0,"Helicopsyche","BMI","Neither",1.09,"TN",NA,"Other","Other"
0.07595,0.0771,52,1,6.92,0.004,7.22,0.03529,0.050245,0.076,0.082705,0.089,0.984,0.996,7.85353604755827,1,"Helisoma","BMI","Decreasers",-7.22,"TN",0.6465,"Sensitive","Sensitive"
25.5,6.3,149,2,21.72,0.004,7.22,0.104,0.107,3.18,6.5,13,0.986,0.998,7.72459477060272,2,"Hemerodromia","BMI","Increasers",7.22,"TN",0.6535,"Tolerant","Tolerant"
0,0.439,125,1,10.5,0.004,6.07,0.091095,0.0915,0.248,0.461,0.486075,1,1,7.18004105199195,1,"Hesperoperla","BMI","Decreasers",-6.07,"TN",0.6465,"Sensitive","Sensitive"
0,0.183,111,1,8.63,0.004,4.78,0,0,0.1745,0.62155,0.656125,0.968,1,5.98066166880025,1,"Heterlimnius","BMI","Decreasers",-4.78,"TN",0.6465,"Sensitive","Sensitive"
0,0.719,172,1,13,0.008,3.69,0.0579,0.081095,0.718,2.322,3.2,0.924,0.998,4.68140317967109,0,"Heteroplectron","BMI","Neither",3.69,"TN",NA,"Other","Other"
12.575,0.362,227,1,13.66,0.012,3.3,0.0388975,0.060545,0.30475,0.773,3.85525,0.906,0.972,4.0873563177642,0,"Hexatoma","BMI","Neither",3.3,"TN",NA,"Other","Other"
0,0.638,262,2,24.34,0.004,9.53,0.0459,0.474200000000001,0.66225,3.05,3.2,0.902,1,9.87939900607944,0,"Hyalella","BMI","Neither",9.53,"TN",NA,"Other","Other"
25.5,0.177,92,1,5.79,0.052,1.96,0,0.05388,0.219,28,31,0.662,0.882,4.05256959409884,0,"Hydraena","BMI","Neither",1.96,"TN",NA,"Other","Other"
8.0315,0.04065,81,2,6.03,0.104,1.24,0.042,0.04808,0.337,6.5,7.1015,0.398,0.78,2.82546797436614,0,"Hydrobiidae","BMI","Neither",1.24,"TN",NA,"Other","Other"
25.5,4.285,432,2,45.28,0.004,9.03,0.256975,0.338,3.15,4.612,6.105,1,1,9.78848262647911,2,"Hydroptila","BMI","Increasers",9.03,"TN",0.6535,"Tolerant","Tolerant"
0,5.113,224,1,18.82,0.02,3.08,0,0.044375,0.637,4.99,5.1565,0.978,0.984,4.1355733377299,1,"Ironodes","BMI","Decreasers",-3.08,"TN",0.6465,"Sensitive","Other"
8.294,0.075,102,1,6.8,0.044,2.33,0,0,0.076,0.9565,1.641975,0.628,0.91,3.61052698989839,0,"Isoperla","BMI","Neither",2.33,"TN",NA,"Other","Other"
11.575,0.145,77,1,5.73,0.004,3.58,0.0799575,0.09119,0.142,11.575,12.15,0.756,0.974,5.14765891638796,0,"Juga","BMI","Neither",3.58,"TN",NA,"Other","Other"
0,0,71,1,16.49,0.012,4.14,0,0,0.49175,0.604,0.631,0.974,0.978,4.34072690799928,1,"Lara","BMI","Decreasers",-4.14,"TN",0.6465,"Sensitive","Sensitive"
15,0.4,565,1,36.68,0.004,7.45,0.30525,0.316,0.4,1.0705,1.8,1,1,7.79499979435128,1,"Lepidostoma","BMI","Decreasers",-7.45,"TN",0.6465,"Sensitive","Sensitive"
0,0.1055,89,2,5.76,0.048,2.13,0,0,0.1055,6.205,6.7025,0.58,0.91,3.38257232600411,0,"Limnophila","BMI","Neither",2.13,"TN",NA,"Other","Other"
0,0.131,48,1,3.55,0.044,2.19,0.0270825,0.06425,0.131,2.437,9.2,0.808,0.822,3.26147021696634,0,"Limonia","BMI","Neither",2.19,"TN",NA,"Other","Other"
0.04965,0.06,85,1,10.49,0.004,5.35,0.033475,0.044,0.06005,0.1481,0.746,0.928,0.962,5.97338900651479,0,"Lymnaea","BMI","Neither",5.35,"TN",NA,"Other","Other"
13,4.53,416,1,30.01,0.012,3.96,0,0.063,1.53025,4.4505,4.56,0.878,0.998,4.75393279617554,0,"Malenka","BMI","Neither",3.96,"TN",NA,"Other","Other"
25.5,25.5,107,2,18.55,0.056,1.39,0,0.034385,0.57875,28,31,0.652,0.752,3.05712994682178,0,"Maruina","BMI","Neither",1.39,"TN",NA,"Other","Other"
25.5,0.0793,331,1,20.61,0.004,3.99,0,0,0.097,0.969,1.75025,0.934,0.978,4.71651901207406,0,"Matriella_Serratella","BMI","Neither",3.99,"TN",NA,"Other","Other"
0,0.119,59,1,4.05,0.104,1.52,0,0,0.144,2.98,13,0.57,0.894,3.69992250517614,0,"Menetus","BMI","Neither",1.52,"TN",NA,"Other","Other"
5.113,0.083,66,1,4.78,0.012,2.83,0,0.040285,0.082725,1.433,1.68,0.912,0.908,3.58849709054856,0,"Meringodixa","BMI","Neither",2.83,"TN",NA,"Other","Other"
0,0,483,2,35.94,0.048,2.1,0,0,0.09045,28,34,0.768,0.748,3.30814691074145,0,"Micrasema","BMI","Neither",2.1,"TN",NA,"Other","Other"
6.8,5.0965,115,2,13.38,0.004,4.31,0.0383875,0.04814,5.65,7.58,8.6,0.866,0.966,5.07817873060368,0,"Microcylloepus","BMI","Neither",4.31,"TN",NA,"Other","Other"
0.03,0.491,73,1,6.59,0.004,4.16,0,0,0.0644,0.491,0.498,0.986,1,5.44436413204966,1,"Mystacides","BMI","Decreasers",-4.16,"TN",0.6465,"Sensitive","Sensitive"
0,0.272,107,1,9.28,0.004,6.89,0,0,0.2555,0.3495,0.402649999999996,1,1,7.44119212051243,1,"Narpus","BMI","Decreasers",-6.89,"TN",0.6465,"Sensitive","Sensitive"
0,8.8,57,2,14.93,0.004,6.67,0,0,4.285,8.8,13,0.694,1,8.49754814401519,0,"Nectopsyche","BMI","Neither",6.67,"TN",NA,"Other","Other"
0,0.124,77,1,5.8,0.024,2.28,0,0,0.12775,1.051,1.69522499999998,0.776,0.712,3.30308124214432,0,"Nematoda","BMI","Neither",2.28,"TN",NA,"Other","Other"
0,0.794,189,1,14.53,0.004,4.21,0,0.06746,0.353,1.504,2.88,1,1,5.42070186660629,1,"Neophylax","BMI","Decreasers",-4.21,"TN",0.6465,"Sensitive","Other"
9.1,3.45,194,1,13.24,0.036,2.21,0,0,0.125,5.113,5.1565,0.96,0.92,3.7528268452478,0,"Neoplasta","BMI","Neither",2.21,"TN",NA,"Other","Other"
0,0.063,75,1,5.02,0.112,1.21,0,0,0.0889,0.6771,0.7281,0.71,0.852,3.42645539392154,0,"Neotrichia","BMI","Neither",1.21,"TN",NA,"Other","Other"
9.2,6.75,202,2,33.98,0.004,8.26,0.191425,0.34845,6.75,9.2,10.75,0.998,1,8.40820903400321,2,"Ochrotrichia","BMI","Increasers",8.26,"TN",0.6535,"Tolerant","Tolerant"
2.76,0.3135,112,1,9.24,0.004,4.88,0.11795,0.2259,0.315,0.7204,1.101,0.996,1,5.90841798959466,1,"Octogomphus_specularis","BMI","Decreasers",-4.88,"TN",0.6465,"Sensitive","Sensitive"
0,2.265,91,2,9.51,0.008,3.97,0.04248,0.117,2.21,9.1,11,0.972,0.96,5.34370745315724,2,"Oecetis","BMI","Increasers",3.97,"TN",0.6535,"Tolerant","Tolerant"
0,0.155,938,1,47.38,0.004,4.48,0.0492775,0.059285,0.152,0.1931,4.853925,0.984,0.992,4.75178069751586,1,"Oligochaeta","BMI","Decreasers",-4.48,"TN",0.6465,"Sensitive","Sensitive"
0,0.391,513,1,34.02,0.004,8.65,0.316875,0.34,0.439,0.65125,0.718,0.992,1,8.86267702881232,1,"Optioservus","BMI","Decreasers",-8.65,"TN",0.6465,"Sensitive","Sensitive"
0,0.5985,232,1,17.58,0.004,5.75,0.0959925,0.11,0.4965,0.6343,0.65625,0.988,1,6.85180748143018,1,"Ordobrevia","BMI","Decreasers",-5.75,"TN",0.6465,"Sensitive","Sensitive"
0.768,0.6405,104,1,9.76,0.004,5.27,0.096,0.17,0.60425,0.7835,0.79805,1,1,5.80157365295596,1,"Oreodytes","BMI","Decreasers",-5.27,"TN",0.6465,"Sensitive","Sensitive"
0,0.286,54,1,4.59,0.008,3.8,0,0,0.28825,0.713,1.33175,0.97,0.998,4.49363023306992,1,"Orohermes","BMI","Decreasers",-3.8,"TN",0.6465,"Sensitive","Sensitive"
25.5,0.2895,1137,2,52.16,0.024,2.41,0,0.022635,0.294,4.503,7.304,0.854,0.966,4.02352208079921,0,"Orthocladiinae","BMI","Neither",2.41,"TN",NA,"Other","Other"
3.995,0.81,561,2,49.86,0.004,13.39,0.355,0.364,0.651,0.93,0.953175,1,1,14.0212503295717,2,"Ostracoda","BMI","Increasers",13.39,"TN",0.6535,"Tolerant","Tolerant"
25.5,0.3785,66,2,5.4,0.004,3.49,0.059625,0.10045,0.816,12.15,28.025,0.952,0.954,5.32513999817914,2,"Oxyethira","BMI","Increasers",3.49,"TN",0.6535,"Tolerant","Other"
0,0.336,523,1,33.56,0.004,7.05,0.306975,0.318,0.364,2.285,2.76,1,1,7.93522592171141,1,"Paraleptophlebia","BMI","Decreasers",-7.05,"TN",0.6465,"Sensitive","Sensitive"
0,0.08175,110,1,7.1,0.044,2.08,0.0461,0.063,0.0909,1.798,28,0.8,0.916,3.33284510435952,0,"Parapsyche","BMI","Neither",2.08,"TN",NA,"Other","Other"
0,0.3135,49,1,3.9,0.02,2.88,0,0.04795,0.15725,0.34,0.351675,0.912,0.89,3.71190703906298,0,"Parthina","BMI","Neither",2.88,"TN",NA,"Other","Other"
15,0.159,168,1,9.54,0.064,1.77,0,0,0.159,2.5,4.91782499999998,0.854,0.85,3.05504401175422,0,"Pericoma_Telmatoscopus","BMI","Neither",1.77,"TN",NA,"Other","Other"
0.7835,0.272,66,1,6.32,0.004,5.67,0.11,0.1789,0.269,0.458200000000002,0.794,0.998,1,6.27282540372264,1,"Perlinodes","BMI","Decreasers",-5.67,"TN",0.6465,"Sensitive","Sensitive"
0,0,59,1,23.28,0.008,5.64,0,0.0281,0.29425,7.25,7.48,0.516,0.932,4.62493483731631,0,"Petrophila","BMI","Neither",5.64,"TN",NA,"Other","Other"
25.5,0.312,385,2,26.56,0.004,6.83,0.28,0.2815,0.35075,0.8046,0.93335,0.976,0.998,7.29819717264824,2,"Physa_Physella","BMI","Increasers",6.83,"TN",0.6535,"Tolerant","Other"
0,0,131,1,20.44,0.028,2.69,0,0.04568,0.3985,6.41800000000003,11.575,0.666,0.908,3.37173662296266,0,"Polycentropus","BMI","Neither",2.69,"TN",NA,"Other","Other"
0,0.0799,111,2,6.65,0.14,1.17,0.0248225,0.06616,0.47325,8.5325,15.1287499999999,0.516,0.748,2.60714418279749,0,"Probezzia","BMI","Neither",1.17,"TN",NA,"Other","Other"
0,0,143,1,31.69,0.016,4.34,0,0,0.10775,1.7,6.63,0.778,0.954,4.45610518758299,0,"Prostoma","BMI","Neither",4.34,"TN",NA,"Other","Other"
0,0.0872,95,2,7.36,0.012,3.41,0.0579,0.060095,0.119,0.69335,1.14525,0.978,0.966,4.23315130186923,2,"Psephenus","BMI","Increasers",3.41,"TN",0.6535,"Tolerant","Other"
0.04445,0.248,74,1,5.94,0.004,4.32,0.029,0.044895,0.1745,0.499,0.985749999999999,0.972,1,5.92483037709829,1,"Pteronarcys","BMI","Decreasers",-4.32,"TN",0.6465,"Sensitive","Sensitive"
0.601,0.603,206,1,18.31,0.004,7.79,0.17995,0.197,0.28,0.579,0.606,1,1,8.59254649807427,1,"Rhithrogena","BMI","Decreasers",-7.79,"TN",0.6465,"Sensitive","Sensitive"
0,0.6265,566,1,37.11,0.004,8.19,0.296,0.318,0.602,1.3,2.32899999999999,0.998,1,9.07608772833453,1,"Rhyacophila","BMI","Decreasers",-8.19,"TN",0.6465,"Sensitive","Sensitive"
8.5625,8.5625,48,2,6.55,0.108,1.14,0,0,0.18425,8.3315,8.5625,0.524,0.874,3.74327373207818,0,"Sanfilippodytes","BMI","Neither",1.14,"TN",NA,"Other","Other"
15,0.056,202,2,13.47,0.016,3.11,0.0403925,0.050695,0.093175,1.69,3.3,0.514,0.994,4.06403587080247,0,"Sialis","BMI","Neither",3.11,"TN",NA,"Other","Other"
12.15,0.17,800,2,41.67,0.004,4.39,0.147975,0.154,0.44075,3.66,4.45225,0.952,1,5.43086913039532,2,"Simulium","BMI","Increasers",4.39,"TN",0.6535,"Tolerant","Other"
0.794,0.588,90,1,8.07,0.004,4.62,0.08739,0.0898,0.2695,0.794,0.8102,0.98,1,5.73592151811177,1,"Skwala","BMI","Decreasers",-4.62,"TN",0.6465,"Sensitive","Sensitive"
10.05,0.0641,279,2,16.06,0.072,1.73,0.025795,0.0579,0.1335,6.305,6.9,0.492,0.854,3.12027773856526,0,"Sphaeriidae","BMI","Neither",1.73,"TN",NA,"Other","Other"
0,0.142,102,2,6.84,0.008,3.02,0.04015,0.08598,0.142,7.712,7.744,0.85,0.894,3.9309877959844,0,"Stictotarsus","BMI","Neither",3.02,"TN",NA,"Other","Other"
0,0.176,50,2,3.98,0.008,3.18,0,0.065,0.2085,1.13330000000001,6.50975,0.852,0.922,4.06560430643787,0,"Stilobezzia","BMI","Neither",3.18,"TN",NA,"Other","Other"
0.038,0.101,47,1,4.34,0.004,3.9,0.038,0.039,0.0842,0.379,0.67015,0.998,0.978,5.40447069072508,1,"Suwallia","BMI","Decreasers",-3.9,"TN",0.6465,"Sensitive","Sensitive"
15,3.1,312,1,23.1,0.008,3.69,0.09239,0.27975,2.3,4.63,5.0065,0.966,0.998,4.70855173693202,1,"Sweltsa","BMI","Decreasers",-3.69,"TN",0.6465,"Sensitive","Other"
0,0,977,1,69.71,0.004,2.97,0,0,0.1795,7.39,8.2427749999999,0.146,0.938,3.27482046447932,0,"Tanypodinae","BMI","Neither",2.97,"TN",NA,"Other","Other"
10.75,2.43,161,2,16.63,0.004,5.22,0.118,0.12,2.76,9.30270000000001,10.75,0.984,0.984,5.98479625654712,2,"Tinodes","BMI","Increasers",5.22,"TN",0.6535,"Tolerant","Tolerant"
0,0,68,1,9.09,0.016,3.42,0,0,0.05,0.5093,0.712174999999999,0.594,0.932,4.24357747653172,0,"Tipula","BMI","Neither",3.42,"TN",NA,"Other","Other"
10.75,2.3,381,2,36.67,0.004,9.05,0.3054,0.338,2.165,9.633,10.75,0.998,1,10.0285145137047,2,"Tricorythodes","BMI","Increasers",9.05,"TN",0.6535,"Tolerant","Tolerant"
15,15,512,2,59.62,0.02,2.89,0.0190000000000001,0.038,0.27475,15,15,0.474,0.978,4.30840137251671,0,"Turbellaria","BMI","Neither",2.89,"TN",NA,"Other","Other"
8.294,0.312,235,1,13.89,0.012,2.97,0.0402375,0.0874,0.31175,1.60555,1.76,0.838,0.996,4.00608131106127,0,"Wormaldia","BMI","Neither",2.97,"TN",NA,"Other","Other"
0,0,145,1,23.4,0.004,5.06,0,0.02,0.0525,1.5,1.605275,0.996,1,5.99298063445204,1,"Yoraperla","BMI","Decreasers",-5.06,"TN",0.6465,"Sensitive","Sensitive"
0,0.6215,444,1,31.4,0.004,7.07,0.2653,0.39465,0.596,0.6343,0.6465,0.972,1,7.86334141454407,1,"Zaitzevia","BMI","Decreasers",-7.07,"TN",0.6465,"Sensitive","Sensitive"
15,1.641,214,1,17.7,0.004,4.6,0.0659875,0.3,1.325,1.7,1.96849999999998,0.97,1,5.13488929166148,1,"Zapada","BMI","Decreasers",-4.6,"TN",0.6465,"Sensitive","Other"
1.6,0.0479,713,1,77.03,0.002,21.72,0.02605,0.0335,0.05015,0.07655,0.08195,1,1,22.2709892501676,1,"Achnanthidium","Diatom","Decreasers",-21.72,"TP",0.04795,"Sensitive","Sensitive"
0,0.126,123,1,12.21,0.066,1.7,0,0.00103500000000001,0.09625,0.63,2.1025,0.562,0.867,3.14426847079259,0,"Adlafia","Diatom","Neither",1.7,"TP",NA,"Other","Other"
0.00445,0.0295,125,1,17.79,0.002,7.87,0.00445,0.0072,0.010275,0.0316,0.0400025,1,1,9.19815300070904,1,"Amphipleura","Diatom","Decreasers",-7.87,"TP",0.04795,"Sensitive","Sensitive"
0,0.0406,524,2,53.67,0.002,9.97,0.0109,0.013,0.04,0.05876,0.0608525,1,1,10.1158580823791,2,"Amphora","Diatom","Increasers",9.97,"TP",0.08195,"Tolerant","Other"
2.3,0.0073,137,2,15.57,0.068,1.7,0.0074,0.0081,0.051825,2.35,2.35,0.76,0.938,3.30721780314721,0,"Aulacoseira","Diatom","Neither",1.7,"TP",NA,"Other","Other"
0.094,0.0814,114,2,39.03,0.002,20.72,0.0610975,0.0657,0.07205,0.09335,0.096,1,1,20.4398625217648,2,"Bacillaria","Diatom","Increasers",20.72,"TP",0.08195,"Tolerant","Other"
0.00115,0.04585,230,1,23.73,0.002,5.01,0.0164475,0.019045,0.034825,0.063,0.12205,0.999,1,5.89197460884798,1,"Caloneis","Diatom","Decreasers",-5.01,"TP",0.04795,"Sensitive","Sensitive"
0,0.141,706,1,59.06,0.002,5.63,0.005645,0.025895,0.141,0.2685,0.28,0.909,0.999,6.08927944119429,0,"Cocconeis","Diatom","Neither",5.63,"TP",NA,"Other","Other"
0.202,0.05585,74,2,16.06,0.002,10.23,0.03855,0.046345,0.0603,0.1951,0.202,1,1,11.4733511272876,2,"Craticula","Diatom","Increasers",10.23,"TP",0.08195,"Tolerant","Other"
2.3,0.08195,312,2,62.38,0.002,16.47,0.0355,0.036,0.07155,0.08855,0.0921474999999999,1,1,16.848051233333,2,"Cyclotella","Diatom","Increasers",16.47,"TP",0.08195,"Tolerant","Other"
0,0.0265,214,1,29.05,0.002,9.11,0.0099475,0.0122,0.0267,0.0566750000000001,0.0729,1,1,10.188176935454,1,"Cymbella","Diatom","Decreasers",-9.11,"TP",0.04795,"Sensitive","Sensitive"
2.1,1.133,117,2,61.89,0.002,13.31,0.110125,0.555,1.13,1.55,1.7,1,1,14.1396466323089,2,"Denticula","Diatom","Increasers",13.31,"TP",0.08195,"Tolerant","Tolerant"
0.54,0.115,61,2,16.18,0.002,9.35,0.03,0.038545,0.1005,0.53,0.57305,1,1,11.2794156026573,2,"Diadesmis","Diatom","Increasers",9.35,"TP",0.08195,"Tolerant","Tolerant"
0,0.067,270,1,36.64,0.002,8.96,0.0332975,0.04469,0.06645,0.08131,0.11345,1,1,9.54495982678792,1,"Diatoma","Diatom","Decreasers",-8.96,"TP",0.04795,"Sensitive","Other"
0,0.107,106,1,11.45,0.046,2.04,0.0045,0.008255,0.038425,0.1491,0.302,0.751,0.829,2.67896700176213,0,"Diploneis","Diatom","Neither",2.04,"TP",NA,"Other","Other"
0,0.0135,254,1,32.74,0.002,8.12,0.0080975,0.00825,0.013,0.016805,0.0479,0.999,0.998,8.90267388928211,1,"Encyonema","Diatom","Decreasers",-8.12,"TP",0.04795,"Sensitive","Sensitive"
0.0043,0.0147,149,1,35.97,0.002,17.27,0.0066,0.0093,0.01425,0.0202,0.0206,1,1,18.7417506898973,1,"Encyonopsis","Diatom","Decreasers",-17.27,"TP",0.04795,"Sensitive","Sensitive"
1.45,0.353,310,2,67.19,0.002,13.7,0.0804975,0.084905,0.256,0.36805,0.516,1,1,14.72476854288,2,"Eolimna","Diatom","Increasers",13.7,"TP",0.08195,"Tolerant","Tolerant"
0.00445,0.0406,339,1,48.35,0.002,15.32,0.0275425,0.0316,0.03995,0.0647,0.067,1,1,15.5427092226105,1,"Epithemia","Diatom","Decreasers",-15.32,"TP",0.04795,"Sensitive","Sensitive"
0,0.0092,100,1,18.49,0.002,6.04,0,0,0.01005,0.0248,0.03575,1,1,6.81556664530864,1,"Eunotia","Diatom","Decreasers",-6.04,"TP",0.04795,"Sensitive","Sensitive"
0.1255,0.0646,132,2,31.26,0.002,16.07,0.05935,0.0611,0.0715,0.115,0.126,1,1,16.7494929358936,2,"Fallacia","Diatom","Increasers",16.07,"TP",0.08195,"Tolerant","Other"
2.1,0.123,404,1,52.85,0.002,10.44,0.0518,0.058295,0.123,0.129,0.137075,1,1,10.569043360067,1,"Fragilaria","Diatom","Decreasers",-10.44,"TP",0.04795,"Sensitive","Other"
0,0.02365,75,2,6.9,0.128,1.21,0,0,0.016,0.0458,0.103025,0.484,0.841,3.32224103515937,0,"Frustulia","Diatom","Neither",1.21,"TP",NA,"Other","Other"
0.005,0.01155,207,2,20.5,0.006,3.01,0.00775,0.00815,0.01225,0.697,0.9985,0.931,0.992,3.97741978456596,0,"Geissleria","Diatom","Neither",3.01,"TP",NA,"Other","Other"
0.0685,0.03875,201,1,30.14,0.002,9.52,0.0298,0.03205,0.0352,0.064735,0.0681,1,1,9.92532081742624,1,"Gomphoneis","Diatom","Decreasers",-9.52,"TP",0.04795,"Sensitive","Sensitive"
0.482,0.08855,697,1,66.11,0.002,9.25,0.0266425,0.03585,0.0774,0.111,0.114,1,1,10.2487220801101,1,"Gomphonema","Diatom","Decreasers",-9.25,"TP",0.04795,"Sensitive","Other"
0.02455,0.02465,45,1,8.13,0.004,5.78,0.007595,0.02145,0.0248,0.03,0.0305,1,1,6.7278530188648,1,"Gomphosphenia","Diatom","Decreasers",-5.78,"TP",0.04795,"Sensitive","Sensitive"
0.094,0.094,49,2,17.03,0.002,15.39,0.06465,0.073735,0.093,0.107,0.11305,1,1,15.3792811196507,2,"Gyrosigma","Diatom","Increasers",15.39,"TP",0.08195,"Tolerant","Tolerant"
2.1,0.08195,178,2,45.21,0.002,16.03,0.03667,0.0387,0.08255,0.256,0.327325,1,1,17.2546559760846,2,"Halamphora","Diatom","Increasers",16.03,"TP",0.08195,"Tolerant","Other"
0.00825,0.0472,72,1,12.58,0.002,5.94,0,0.00825,0.0339,0.0479,0.0483,1,1,6.61222639178658,1,"Hannaea","Diatom","Decreasers",-5.94,"TP",0.04795,"Sensitive","Sensitive"
2.2,0.0685,93,2,28.42,0.002,20.33,0.0591,0.0651,0.0715,0.095055,0.101575,1,1,21.0931414877745,2,"Hippodonta","Diatom","Increasers",20.33,"TP",0.08195,"Tolerant","Other"
0.00425,0.1305,152,1,19.24,0.008,2.76,0.02105,0.05935,0.116,0.154,0.16,0.889,0.959,3.17376633708906,0,"Karayevia","Diatom","Neither",2.76,"TP",NA,"Other","Other"
0.39,0.0809,65,2,17.44,0.002,10.85,0.0355,0.0385,0.12025,0.34015,0.39005,1,1,12.1171560887121,2,"Luticola","Diatom","Increasers",10.85,"TP",0.08195,"Tolerant","Other"
2.2,0.624,87,2,40,0.002,14.31,0.52,0.56,0.921,1.6,1.7,1,1,14.0818625816493,2,"Mayamaea","Diatom","Increasers",14.31,"TP",0.08195,"Tolerant","Tolerant"
0.0048,0.0189,285,2,36.14,0.002,7.65,0.0109,0.015495,0.02115,0.03036,0.0354,1,1,8.20966298337474,2,"Melosira","Diatom","Increasers",7.65,"TP",0.08195,"Tolerant","Other"
0,0.122,110,1,16.94,0.002,5.88,0.04795,0.062445,0.09625,0.1275,0.13205,1,1,6.01452433241164,1,"Meridion","Diatom","Decreasers",-5.88,"TP",0.04795,"Sensitive","Other"
0.00115,0.0084,717,2,68.06,0.002,10.39,0.008,0.0081,0.0085,0.03332,0.0596,1,1,10.4925771507091,2,"Navicula","Diatom","Increasers",10.39,"TP",0.08195,"Tolerant","Other"
0.00115,0.0215,738,2,67.06,0.002,15.3,0.00885,0.00955,0.02,0.02155,0.022,1,1,16.2052304422699,2,"Nitzschia","Diatom","Increasers",15.3,"TP",0.08195,"Tolerant","Other"
2.3,0.02335,60,2,10.1,0.002,7.53,0.022,0.022,0.02415,0.0712,0.0814225,1,1,8.45897423858752,2,"Parlibellus","Diatom","Increasers",7.53,"TP",0.08195,"Tolerant","Other"
0,0.0285,108,2,11.15,0.018,2.88,0.00865,0.0091,0.0382,0.071225,0.110749999999999,0.929,0.926,3.83289371780662,0,"Pinnularia","Diatom","Neither",2.88,"TP",NA,"Other","Other"
2.3,0.0651,46,2,11.05,0.002,9.52,0.028,0.055545,0.07005,0.977,1.005,1,1,10.2018052370369,2,"Placoneis","Diatom","Increasers",9.52,"TP",0.08195,"Tolerant","Other"
